po_no,site_num,request_date
845397,1815,2019-08-16
845432,1511,2019-08-16
845417,1819,2019-08-16
845416,1529,2019-08-16
845406,1814,2019-08-16
845401,1805,2019-08-16
845195,827,2019-08-15
845170,1120,2019-08-15
845199,604,2019-08-15
845179,1104,2019-08-15
845190,303,2019-08-15
845340,808,2019-08-15
845211,1103,2019-08-15
845173,627,2019-08-15
845209,804,2019-08-15
845187,625,2019-08-15
845185,226,2019-08-15
845197,1119,2019-08-15
845178,1117,2019-08-15
845184,1105,2019-08-15
845182,821,2019-08-15
845186,805,2019-08-15
845174,619,2019-08-15
845203,612,2019-08-15
845210,818,2019-08-15
845206,622,2019-08-15
845181,204,2019-08-15
845180,206,2019-08-15
845192,313,2019-08-15
845328,611,2019-08-15
845202,318,2019-08-15
845212,205,2019-08-15
845194,603,2019-08-15
845177,605,2019-08-15
845171,811,2019-08-15
845176,306,2019-08-15
845183,304,2019-08-15
845193,230,2019-08-15
845201,213,2019-08-15
845292,211,2019-08-15
845198,814,2019-08-15
845175,614,2019-08-15
845207,1106,2019-08-15
845268,823,2019-08-15
845166,809,2019-08-15
845205,819,2019-08-15
845310,311,2019-08-15
845196,1123,2019-08-15
845168,810,2019-08-15
845232,1412,2019-08-15
845214,1821,2019-08-15
845227,1811,2019-08-15
845219,1618,2019-08-15
845220,1411,2019-08-15
845228,1403,2019-08-15
845216,1405,2019-08-15
845167,628,2019-08-15
845200,1116,2019-08-15
845215,1813,2019-08-15
845223,1406,2019-08-15
845213,1605,2019-08-15
845231,1607,2019-08-15
845229,1409,2019-08-15
845217,1606,2019-08-15
845246,603,2019-08-15
845226,1604,2019-08-15
845225,1806,2019-08-15
845221,1610,2019-08-15
845169,1114,2019-08-15
845222,1404,2019-08-15
845218,1603,2019-08-15
845230,1819,2019-08-15
844970,807,2019-08-14
844959,626,2019-08-14
844965,820,2019-08-14
844954,616,2019-08-14
844988,208,2019-08-14
844974,225,2019-08-14
844957,922,2019-08-14
844984,803,2019-08-14
844992,315,2019-08-14
844969,909,2019-08-14
844976,308,2019-08-14
844952,1118,2019-08-14
844958,623,2019-08-14
844962,311,2019-08-14
844989,309,2019-08-14
844983,222,2019-08-14
844971,624,2019-08-14
845154,219,2019-08-14
844986,212,2019-08-14
844995,1108,2019-08-14
844953,610,2019-08-14
844991,607,2019-08-14
844990,220,2019-08-14
844961,826,2019-08-14
844982,318,2019-08-14
845148,235,2019-08-14
844978,305,2019-08-14
845141,924,2019-08-14
844985,923,2019-08-14
844966,921,2019-08-14
845129,824,2019-08-14
844980,816,2019-08-14
844994,210,2019-08-14
844993,818,2019-08-14
844973,235,2019-08-14
845123,215,2019-08-14
844963,216,2019-08-14
844956,813,2019-08-14
844964,217,2019-08-14
844951,910,2019-08-14
844960,609,2019-08-14
845127,920,2019-08-14
844950,221,2019-08-14
844972,209,2019-08-14
844955,822,2019-08-14
844975,214,2019-08-14
845087,1806,2019-08-14
845005,1523,2019-08-14
845001,1522,2019-08-14
845011,1517,2019-08-14
845062,1810,2019-08-14
845000,1503,2019-08-14
845010,1416,2019-08-14
845004,1823,2019-08-14
845009,1527,2019-08-14
845008,1827,2019-08-14
845017,1817,2019-08-14
845002,1415,2019-08-14
845003,1815,2019-08-14
845016,1810,2019-08-14
845014,1809,2019-08-14
845015,1803,2019-08-14
845058,1529,2019-08-14
845045,231,2019-08-14
844998,1816,2019-08-14
845013,1814,2019-08-14
844996,1829,2019-08-14
845007,1805,2019-08-14
844999,1812,2019-08-14
844979,229,2019-08-14
845036,1504,2019-08-14
844997,1510,2019-08-14
845012,1511,2019-08-14
844780,828,2019-08-13
844792,208,2019-08-13
844761,905,2019-08-13
844783,620,2019-08-13
844772,228,2019-08-13
844943,207,2019-08-13
844753,1115,2019-08-13
844795,1103,2019-08-13
844944,611,2019-08-13
844763,606,2019-08-13
844913,314,2019-08-13
844752,1107,2019-08-13
844788,617,2019-08-13
844773,625,2019-08-13
844778,303,2019-08-13
844777,911,2019-08-13
844751,811,2019-08-13
844759,1104,2019-08-13
844940,912,2019-08-13
844769,1105,2019-08-13
844937,912,2019-08-13
844779,313,2019-08-13
844765,821,2019-08-13
844770,226,2019-08-13
844756,306,2019-08-13
844766,908,2019-08-13
844929,1107,2019-08-13
844758,1117,2019-08-13
844764,204,2019-08-13
844785,808,2019-08-13
844755,614,2019-08-13
844781,603,2019-08-13
844768,304,2019-08-13
844760,206,2019-08-13
844789,819,2019-08-13
844790,622,2019-08-13
844905,211,2019-08-13
844917,925,2019-08-13
844791,1106,2019-08-13
844747,809,2019-08-13
844754,627,2019-08-13
844900,623,2019-08-13
844794,804,2019-08-13
844775,823,2019-08-13
844806,1404,2019-08-13
844816,1412,2019-08-13
844804,1411,2019-08-13
844868,603,2019-08-13
844798,1821,2019-08-13
844799,1813,2019-08-13
844803,1618,2019-08-13
844800,1405,2019-08-13
844801,1606,2019-08-13
844812,1403,2019-08-13
844782,827,2019-08-13
844811,1811,2019-08-13
844815,1607,2019-08-13
844797,1605,2019-08-13
844813,1409,2019-08-13
844807,1406,2019-08-13
844808,1832,2019-08-13
844847,1603,2019-08-13
844748,810,2019-08-13
844767,920,2019-08-13
844809,1806,2019-08-13
844762,913,2019-08-13
844749,1114,2019-08-13
844787,213,2019-08-13
844810,1604,2019-08-13
844814,1819,2019-08-13
844805,1610,2019-08-13
844802,1603,2019-08-13
846956,216,2019-08-25
846959,1119,2019-08-25
846958,806,2019-08-25
846979,609,2019-08-25
846960,318,2019-08-25
846957,820,2019-08-25
846977,309,2019-08-25
846955,204,2019-08-25
846962,210,2019-08-25
846954,822,2019-08-25
846831,604,2019-08-24
846825,909,2019-08-24
846839,220,2019-08-24
846927,215,2019-08-24
846832,305,2019-08-24
846822,219,2019-08-24
846835,612,2019-08-24
846841,315,2019-08-24
846826,624,2019-08-24
846830,824,2019-08-24
846827,209,2019-08-24
846813,616,2019-08-24
846949,307,2019-08-24
846815,922,2019-08-24
846816,623,2019-08-24
846819,311,2019-08-24
846829,308,2019-08-24
846809,1120,2019-08-24
846817,626,2019-08-24
846812,610,2019-08-24
846941,208,2019-08-24
846818,826,2019-08-24
846833,816,2019-08-24
846840,607,2019-08-24
846814,605,2019-08-24
846836,222,2019-08-24
846811,924,2019-08-24
846834,1116,2019-08-24
846828,230,2019-08-24
846838,923,2019-08-24
846821,921,2019-08-24
846920,207,2019-08-24
846917,809,2019-08-24
846808,221,2019-08-24
846810,619,2019-08-24
846903,619,2019-08-23
846865,1814,2019-08-24
846820,217,2019-08-24
846861,1812,2019-08-24
846843,1819,2019-08-24
846599,806,2019-08-23
846577,812,2019-08-23
846612,617,2019-08-23
846614,208,2019-08-23
846588,919,2019-08-23
846804,1105,2019-08-23
846583,1118,2019-08-23
846606,225,2019-08-23
846601,911,2019-08-23
846801,1108,2019-08-23
846802,803,2019-08-23
846607,620,2019-08-23
846597,226,2019-08-23
846603,235,2019-08-23
846800,314,2019-08-23
846582,1115,2019-08-26
846602,807,2019-08-23
846610,229,2019-08-23
846596,1105,2019-08-23
846594,908,2019-08-23
846593,606,2019-08-23
846598,228,2019-08-23
846609,214,2019-08-23
846595,920,2019-08-23
846586,306,2019-08-23
846613,212,2019-08-23
846765,211,2019-08-23
846782,910,2019-08-23
846587,813,2019-08-23
846600,925,2019-08-23
846605,1123,2019-08-23
846580,912,2019-08-23
846579,1114,2019-08-23
846604,828,2019-08-23
846753,1803,2019-08-23
846748,623,2019-08-23
846745,1806,2019-08-23
846578,810,2019-08-23
846718,628,2019-08-22
846590,905,2019-08-23
846719,609,2019-08-23
846629,1523,2019-08-23
846632,1827,2019-08-23
846709,1527,2019-08-23
846625,1522,2019-08-23
846624,1503,2019-08-23
846635,1517,2019-08-23
846638,1809,2019-08-23
846620,1829,2019-08-23
846628,1823,2019-08-23
846626,1415,2019-08-23
846637,1814,2019-08-23
846634,1416,2019-08-23
846627,1815,2019-08-23
846623,1812,2019-08-23
846639,1803,2019-08-23
846640,1810,2019-08-23
846636,1511,2019-08-23
846641,1817,2019-08-23
846671,1504,2019-08-23
846591,913,2019-08-23
846621,1510,2019-08-23
846649,1529,2019-08-23
846631,1805,2019-08-23
846298,827,2019-08-22
846294,231,2019-08-22
846278,619,2019-08-22
846300,1119,2019-08-22
846271,628,2019-08-22
846276,1107,2019-08-22
846303,604,2019-08-22
846287,226,2019-08-22
846293,303,2019-08-22
846275,811,2019-08-22
846289,625,2019-08-22
846313,804,2019-08-22
846295,313,2019-08-22
846290,611,2019-08-22
846307,612,2019-08-22
846279,614,2019-08-22
846537,204,2019-08-22
846315,1103,2019-08-23
846438,1104,2019-08-22
846284,821,2019-08-22
846285,304,2019-08-22
846435,211,2019-08-22
846311,1106,2019-08-22
846277,627,2019-08-22
846306,318,2019-08-22
846297,603,2019-08-22
846316,205,2019-08-22
846314,818,2019-08-22
846281,605,2019-08-22
846299,1123,2019-08-22
846280,306,2019-08-22
846302,814,2019-08-22
846288,805,2019-08-22
846420,809,2019-08-22
846310,622,2019-08-22
846274,1120,2019-08-22
846296,230,2019-08-22
846286,1105,2019-08-22
846305,213,2019-08-22
846301,808,2019-08-22
846292,806,2019-08-22
846282,1117,2019-08-22
846304,1116,2019-08-22
846273,1114,2019-08-22
846291,823,2019-08-22
846334,1607,2019-08-22
846335,1412,2019-08-22
846318,1821,2019-08-22
846324,1411,2019-08-22
846332,1403,2019-08-22
846331,1811,2019-08-22
846321,1606,2019-08-22
846367,1803,2019-08-22
846365,1823,2019-08-22
846329,1806,2019-08-22
846317,1605,2019-08-22
846330,1604,2019-08-22
846319,1813,2019-08-22
846320,1405,2019-08-22
846325,1610,2019-08-22
846333,1409,2019-08-22
846355,1803,2019-08-22
846309,819,2019-08-22
846343,626,2019-08-22
846339,1404,2019-08-22
846327,1406,2019-08-22
846328,1832,2019-08-22
846323,1618,2019-08-22
846322,1603,2019-08-22
846270,208,2019-08-21
846268,208,2019-08-21
846267,208,2019-08-21
846246,216,2019-08-21
846264,1118,2019-08-21
846258,820,2019-08-21
846265,623,2019-08-21
846255,909,2019-08-21
846263,826,2019-08-21
846231,308,2019-08-21
846259,1108,2019-08-21
846260,220,2019-08-21
846251,309,2019-08-21
846249,210,2019-08-21
846248,803,2019-08-21
846226,311,2019-08-21
846247,212,2019-08-21
846244,924,2019-08-21
846239,229,2019-08-21
846243,318,2019-08-21
846245,225,2019-08-21
846241,822,2019-08-21
846238,222,2019-08-21
846220,922,2019-08-21
846235,921,2019-08-21
846211,824,2019-08-21
846236,305,2019-08-21
846143,235,2019-08-21
846237,219,2019-08-21
846233,610,2019-08-21
846176,215,2019-08-21
846227,816,2019-08-21
846179,626,2019-08-21
846228,616,2019-08-21
846120,818,2019-08-21
846221,910,2019-08-21
846219,221,2019-08-21
846208,209,2019-08-21
846170,214,2019-08-21
846150,213,2019-08-21
846153,1803,2019-08-21
846131,624,2019-08-21
846126,1503,2019-08-21
846103,607,2019-08-21
846118,207,2019-08-21
846047,1523,2019-08-21
846078,1827,2019-08-21
846070,1815,2019-08-21
846096,1803,2019-08-21
846097,1522,2019-08-21
846095,1416,2019-08-21
846085,1812,2019-08-21
846091,1527,2019-08-21
846045,1814,2019-08-21
846077,1415,2019-08-21
846080,1809,2019-08-21
846075,1529,2019-08-21
846072,1510,2019-08-21
846073,1816,2019-08-21
846053,1517,2019-08-21
846067,1504,2019-08-21
846064,1511,2019-08-21
846069,1810,2019-08-21
846042,1829,2019-08-21
846049,1817,2019-08-21
846054,619,2019-08-21
846051,1805,2019-08-21
845842,611,2019-08-20
845856,617,2019-08-20
845862,1103,2019-08-20
845845,911,2019-08-20
845840,228,2019-08-20
845831,606,2019-08-20
845822,627,2019-08-20
845829,905,2019-08-20
846036,314,2019-08-20
845851,620,2019-08-20
845827,1104,2019-08-20
845848,828,2019-08-20
845846,303,2019-08-21
845847,313,2019-08-20
845828,206,2019-08-20
845819,811,2019-08-20
845841,625,2019-08-20
846033,1105,2019-08-20
845854,814,2019-08-20
845823,614,2019-08-20
845825,919,2019-08-20
846020,211,2019-08-20
845837,1105,2019-08-20
846026,925,2019-08-20
845833,821,2019-08-20
846016,306,2019-08-20
846023,1803,2019-08-20
845863,205,2019-08-20
845832,204,2019-08-20
845836,304,2019-08-20
845849,603,2019-08-20
845818,912,2019-08-20
845838,226,2019-08-20
845816,810,2019-08-20
845815,809,2019-08-20
845859,1106,2019-08-20
845858,622,2019-08-20
845834,908,2019-08-20
845861,804,2019-08-20
846001,1803,2019-08-20
845843,823,2019-08-20
845857,819,2019-08-20
845850,827,2019-08-20
845878,1811,2019-08-20
845882,1412,2019-08-20
845855,213,2019-08-20
845866,1813,2019-08-20
845881,1607,2019-08-20
845879,1403,2019-08-20
845865,1821,2019-08-20
845830,913,2019-08-20
845908,1803,2019-08-20
845876,1806,2019-08-20
845868,1606,2019-08-20
845872,1610,2019-08-20
845903,1819,2019-08-20
845877,1604,2019-08-20
845880,1409,2019-08-20
845864,1605,2019-08-20
845874,1406,2019-08-20
845873,1404,2019-08-20
845839,805,2019-08-20
845871,1411,2019-08-20
845817,1114,2019-08-20
845875,1832,2019-08-20
845870,1618,2019-08-20
845869,1603,2019-08-20
848921,820,2019-09-08
848920,216,2019-09-08
848923,1119,2019-09-08
848922,806,2019-09-08
848925,309,2019-09-08
848926,210,2019-09-08
848924,318,2019-09-08
848919,204,2019-09-08
848918,822,2019-09-08
848768,604,2019-09-07
848771,612,2019-09-07
848769,305,2019-09-07
848762,909,2019-09-07
848863,215,2019-09-07
848775,220,2019-09-07
848759,219,2019-09-07
848763,624,2019-09-07
848767,824,2019-09-07
848764,209,2019-09-07
848752,922,2019-09-07
848744,628,2019-09-07
848747,619,2019-09-07
848750,616,2019-09-07
848748,924,2019-09-07
848766,308,2019-09-07
848908,208,2019-09-07
848756,311,2019-09-07
848765,230,2019-09-07
848749,610,2019-09-07
848882,307,2019-09-07
848745,221,2019-09-07
848880,804,2019-09-07
848753,623,2019-09-07
848770,1116,2019-09-07
848774,923,2019-09-07
848758,921,2019-09-07
848869,816,2019-09-07
848755,826,2019-09-07
848751,605,2019-09-07
848772,222,2019-09-07
848862,1803,2019-09-07
848776,607,2019-09-07
848754,626,2019-09-07
848757,217,2019-09-07
848812,1829,2019-09-07
848760,231,2019-09-07
848795,1811,2019-09-07
848804,1812,2019-09-07
848785,1813,2019-09-07
848540,229,2019-09-06
848542,617,2019-09-06
848533,235,2019-09-06
848544,208,2019-09-06
848514,1118,2019-09-06
848519,919,2019-09-06
848527,226,2019-09-06
848512,1107,2019-09-06
848734,314,2019-09-06
848733,803,2019-09-06
848732,912,2019-09-06
848525,908,2019-09-06
848536,225,2019-09-06
848729,314,2019-09-06
848521,905,2019-09-06
848546,804,2019-09-06
848516,614,2019-09-06
848523,609,2019-09-06
848528,228,2019-09-06
848711,211,2019-09-06
848526,1105,2019-09-06
848537,620,2019-09-06
848717,910,2019-09-06
848715,805,2019-09-06
848531,911,2019-09-06
848517,306,2019-09-06
848532,807,2019-09-06
848524,606,2019-09-06
848709,619,2019-09-06
848539,214,2019-09-06
848543,212,2019-09-06
848678,205,2019-09-06
848547,818,2019-09-06
848530,925,2019-09-06
848685,1103,2019-09-06
848683,809,2019-09-06
848677,1803,2019-09-06
848673,1803,2019-09-06
848535,1123,2019-09-06
848513,1115,2019-09-09
848534,828,2019-09-06
848639,1806,2019-09-06
848553,1503,2019-09-06
848629,619,2019-09-06
848555,1415,2019-09-06
848556,1815,2019-09-06
848554,1522,2019-09-06
848558,1523,2019-09-06
848620,1806,2019-09-06
848563,1416,2019-09-06
848564,1517,2019-09-06
848567,1809,2019-09-06
848568,1803,2019-09-06
848562,1527,2019-09-06
848549,1829,2019-09-06
848606,1817,2019-09-06
848552,1812,2019-09-06
848550,1510,2019-09-06
848565,1511,2019-09-06
848569,1810,2019-09-06
848522,913,2019-09-06
848566,1814,2019-09-06
848575,1504,2019-09-06
848510,1114,2019-09-06
848560,1805,2019-09-06
848572,1529,2019-09-06
848299,1120,2019-09-05
848330,213,2019-09-05
848480,805,2019-09-05
848296,628,2019-09-05
848316,611,2019-09-05
848313,226,2019-09-05
848300,811,2019-09-05
848328,604,2019-09-05
848498,305,2019-09-05
848302,627,2019-09-05
848340,1103,2019-09-06
848489,303,2019-09-05
848303,619,2019-09-05
848332,612,2019-09-05
848310,821,2019-09-05
848308,1104,2019-09-05
848486,204,2019-09-05
848321,313,2019-09-05
848311,304,2019-09-05
848322,230,2019-09-05
848309,206,2019-09-05
848312,1105,2019-09-05
848341,205,2019-09-05
848335,622,2019-09-05
848425,211,2019-09-05
848475,920,2019-09-05
848304,614,2019-09-05
848306,605,2019-09-05
848329,1116,2019-09-05
848336,1106,2019-09-05
848305,306,2019-09-05
848327,814,2019-09-05
848318,806,2019-09-05
848331,318,2019-09-05
848463,1803,2019-09-05
848326,808,2019-09-05
848317,823,2019-09-05
848323,603,2019-09-05
848324,1123,2019-09-05
848339,818,2019-09-05
848315,625,2019-09-05
848433,1108,2019-09-05
848427,609,2019-09-05
848361,1412,2019-09-05
848297,810,2019-09-05
848360,1607,2019-09-05
848334,819,2019-09-05
848359,1819,2019-09-05
848348,1618,2019-09-05
848320,231,2019-09-05
848342,1605,2019-09-05
848349,1411,2019-09-05
848345,1405,2019-09-05
848357,1403,2019-09-05
848354,1806,2019-09-05
848344,1813,2019-09-05
848355,1604,2019-09-05
848350,1610,2019-09-05
848352,1406,2019-09-05
848374,828,2019-09-05
848346,1606,2019-09-05
848298,1114,2019-09-05
848371,1821,2019-09-05
848351,1404,2019-09-05
848358,1409,2019-09-05
848353,1832,2019-09-05
848347,1603,2019-09-05
848127,315,2019-09-04
848122,207,2019-09-04
848100,820,2019-09-04
848083,812,2019-09-04
848091,813,2019-09-04
848088,610,2019-09-04
848257,1823,2019-09-04
848123,208,2019-09-04
848089,616,2019-09-04
848109,225,2019-09-04
848277,922,2019-09-04
848289,609,2019-09-04
848129,210,2019-09-04
848290,1105,2019-09-04
848126,607,2019-09-04
848286,235,2019-09-04
848102,219,2019-09-04
848086,1118,2019-09-04
848284,803,2019-09-04
848124,309,2019-09-04
848111,308,2019-09-04
848125,220,2019-09-04
848115,816,2019-09-04
848097,311,2019-09-04
848282,307,2019-09-04
848108,235,2019-09-04
848281,924,2019-09-04
848117,318,2019-09-04
848121,212,2019-09-04
848120,923,2019-09-04
848114,229,2019-09-04
848118,222,2019-09-04
848112,824,2019-09-04
848113,305,2019-09-04
848084,221,2019-09-04
848098,216,2019-09-04
848273,619,2019-09-04
848263,215,2019-09-04
848101,921,2019-09-04
848110,214,2019-09-04
848094,626,2019-09-04
848106,624,2019-09-04
848250,1817,2019-09-04
848099,217,2019-09-04
848104,909,2019-09-04
848085,910,2019-09-04
848105,807,2019-09-04
848107,209,2019-09-04
848209,1529,2019-09-04
848140,1523,2019-09-04
848136,1522,2019-09-04
848135,1503,2019-09-04
848137,1415,2019-09-04
848145,1416,2019-09-04
848143,1827,2019-09-04
848138,1815,2019-09-04
848147,1511,2019-09-04
848144,1527,2019-09-04
848133,1816,2019-09-04
848194,1806,2019-09-04
848192,1504,2019-09-04
848131,1829,2019-09-04
848152,1817,2019-09-04
848151,1810,2019-09-04
848150,1803,2019-09-04
848090,822,2019-09-04
848134,1812,2019-09-04
848149,1809,2019-09-04
848159,1814,2019-09-04
848142,1805,2019-09-04
848132,1510,2019-09-04
848157,1829,2019-09-04
848148,1814,2019-09-04
848016,1114,2019-09-03
848025,1117,2019-09-03
848077,1811,2019-09-03
848037,805,2019-09-03
848019,1107,2019-09-03
848048,827,2019-09-03
848014,809,2019-09-03
848060,804,2019-09-03
848027,206,2019-09-03
848064,1821,2019-09-03
848054,617,2019-09-03
848029,913,2019-09-03
847974,309,2019-09-01
847972,1119,2019-09-01
848003,609,2019-09-01
847971,806,2019-09-01
847969,216,2019-09-01
847986,303,2019-09-01
847975,210,2019-09-01
847968,204,2019-09-01
847998,313,2019-09-01
847987,306,2019-09-01
847997,304,2019-09-01
847970,820,2019-09-01
847989,314,2019-09-01
847984,627,2019-09-01
847979,912,2019-09-01
847977,814,2019-09-01
847860,315,2019-08-31
847844,909,2019-08-31
847828,1120,2019-08-31
847924,625,2019-08-31
847961,620,2019-08-31
847852,816,2019-08-31
847835,623,2019-08-31
847836,626,2019-08-31
847831,610,2019-08-31
847958,1105,2019-08-31
847953,812,2019-08-31
847859,607,2019-08-31
847837,826,2019-08-31
847854,612,2019-08-31
847840,921,2019-08-31
847857,923,2019-08-31
847863,1811,2019-08-31
847593,905,2019-08-30
847604,911,2019-08-30
847793,1106,2019-08-30
847621,205,2019-08-30
847818,922,2019-08-30
847579,809,2019-08-30
847590,813,2019-08-30
847606,828,2019-08-30
847823,219,2019-08-30
847616,208,2019-08-30
847820,924,2019-08-30
847822,609,2019-08-30
847599,1105,2019-08-30
847813,604,2019-08-30
847608,225,2019-08-30
847815,308,2019-08-30
847808,803,2019-08-30
847799,309,2019-08-30
847783,311,2019-08-30
847804,1119,2019-08-30
847812,827,2019-08-30
847591,919,2019-08-30
847789,827,2019-08-30
847794,305,2019-08-30
847778,211,2019-08-30
847773,215,2019-08-30
847782,807,2019-08-30
847785,315,2019-08-30
847611,214,2019-08-30
847781,1116,2019-08-30
847779,824,2019-08-30
847587,616,2019-08-30
847744,318,2019-08-30
847780,307,2019-08-30
847777,822,2019-08-30
847598,920,2019-08-30
847603,925,2019-08-30
847765,605,2019-08-30
847749,209,2019-08-30
847585,1115,2019-09-03
847754,606,2019-08-30
847745,624,2019-08-30
847743,221,2019-08-30
847741,1503,2019-08-30
847735,1118,2019-08-29
847689,823,2019-08-30
847727,1105,2019-08-30
847634,1827,2019-08-30
847624,1816,2019-08-30
847631,1523,2019-08-30
847626,1503,2019-08-30
847637,1517,2019-08-30
847627,1522,2019-08-30
847629,1815,2019-08-30
847630,1823,2019-08-30
847636,1416,2019-08-30
847625,1812,2019-08-30
847686,1811,2019-08-30
847635,1527,2019-08-30
847628,1415,2019-08-30
847642,1817,2019-08-30
847640,1803,2019-08-30
847641,1810,2019-08-30
847682,1511,2019-08-30
847648,1829,2019-08-30
847582,1114,2019-08-30
847588,614,2019-08-30
847638,1814,2019-08-30
847613,213,2019-08-30
847670,1504,2019-08-30
847639,1809,2019-08-30
847594,913,2019-08-30
847623,1510,2019-08-30
847633,1805,2019-08-30
847646,1529,2019-08-30
847431,604,2019-08-29
847440,804,2019-08-29
847421,611,2019-08-29
847575,229,2019-08-29
847411,1117,2019-08-29
847407,1107,2019-08-29
847568,211,2019-08-29
847572,207,2019-08-29
847415,821,2019-08-29
847428,1119,2019-08-29
847412,1104,2019-08-29
847419,805,2019-08-29
847420,625,2019-08-29
847426,603,2019-08-29
847543,303,2019-08-30
847569,811,2019-08-29
847424,313,2019-08-29
847417,1105,2019-08-29
847566,1105,2019-08-29
847413,206,2019-08-29
847432,1116,2019-08-29
847425,230,2019-08-29
847438,622,2019-08-29
847408,619,2019-08-29
847439,1106,2019-08-29
847404,810,2019-08-29
847560,204,2019-08-29
847429,808,2019-08-29
847443,205,2019-08-29
847409,306,2019-08-29
847414,204,2019-08-29
847430,814,2019-08-29
847410,605,2019-08-29
847402,809,2019-08-29
847434,318,2019-08-29
847416,304,2019-08-29
847538,207,2019-08-29
847550,806,2019-08-29
847418,226,2019-08-29
847427,1123,2019-08-29
847501,823,2019-08-29
847435,612,2019-08-29
847531,614,2019-08-29
847406,1120,2019-08-29
847423,231,2019-08-29
847403,628,2019-08-29
847433,213,2019-08-29
847461,1607,2019-08-29
847462,1412,2019-08-29
847405,1114,2019-08-29
847450,1618,2019-08-29
847445,1821,2019-08-29
847448,1606,2019-08-29
847449,1603,2019-08-29
847447,1405,2019-08-29
847492,1819,2019-08-29
847446,1813,2019-08-29
847444,1605,2019-08-29
847494,1811,2019-08-29
847451,1411,2019-08-29
847459,1403,2019-08-29
847452,1610,2019-08-29
847453,1404,2019-08-29
847457,1604,2019-08-29
847456,1806,2019-08-29
847460,1409,2019-08-29
847454,1406,2019-08-29
847234,222,2019-08-28
847215,217,2019-08-28
847211,609,2019-08-28
847401,307,2019-08-28
847206,822,2019-08-28
847214,216,2019-08-28
847202,1118,2019-08-28
847213,311,2019-08-28
847209,623,2019-08-28
847227,308,2019-08-28
847210,626,2019-08-28
847241,607,2019-08-28
847240,220,2019-08-28
847397,222,2019-08-28
847216,820,2019-08-28
847235,803,2019-08-28
847208,922,2019-08-28
847236,923,2019-08-28
847200,812,2019-08-28
847237,212,2019-08-28
847220,909,2019-08-28
847218,219,2019-08-28
847391,235,2019-08-28
847203,924,2019-08-28
847229,305,2019-08-28
847364,215,2019-08-28
847239,309,2019-08-28
847224,235,2019-08-28
847212,826,2019-08-28
847231,816,2019-08-28
847225,225,2019-08-28
847245,1108,2019-08-28
847217,921,2019-08-28
847228,824,2019-08-28
847207,813,2019-08-28
847221,807,2019-08-28
847204,610,2019-08-28
847233,318,2019-08-28
847226,214,2019-08-28
847378,910,2019-08-28
847201,221,2019-08-28
847222,624,2019-08-28
847223,209,2019-08-28
847230,229,2019-08-28
847343,1116,2019-08-28
847255,1523,2019-08-28
847250,1503,2019-08-28
847321,1803,2019-08-28
847261,1517,2019-08-28
847265,1803,2019-08-28
847251,1522,2019-08-28
847260,1416,2019-08-28
847253,1815,2019-08-28
847252,1415,2019-08-28
847258,1827,2019-08-28
847254,1823,2019-08-28
847267,1817,2019-08-28
847248,1816,2019-08-28
847262,1511,2019-08-28
847232,213,2019-08-28
847304,1529,2019-08-28
847259,1527,2019-08-28
847247,1510,2019-08-28
847266,1810,2019-08-28
847249,1812,2019-08-28
847276,1504,2019-08-28
847269,1829,2019-08-28
847263,1814,2019-08-28
847273,1809,2019-08-28
847257,1805,2019-08-28
847019,611,2019-08-27
847006,905,2019-08-27
847031,617,2019-08-27
847038,1103,2019-08-27
846996,811,2019-08-27
847026,620,2019-08-27
846998,1115,2019-08-27
847021,911,2019-08-27
846999,627,2019-08-27
847017,228,2019-08-27
847027,314,2019-08-27
847014,1105,2019-08-27
847022,303,2019-08-28
846997,1107,2019-08-27
846995,912,2019-08-27
847024,828,2019-08-27
847005,206,2019-08-27
847010,821,2019-08-27
847011,908,2019-08-27
847028,808,2019-08-27
847187,814,2019-08-27
847015,226,2019-08-27
847018,625,2019-08-27
847033,622,2019-08-27
847025,603,2019-08-27
847023,313,2019-08-27
847009,204,2019-08-27
847002,919,2019-08-27
847039,205,2019-08-27
847000,614,2019-08-27
847003,1117,2019-08-27
847034,1106,2019-08-27
847004,1104,2019-08-27
847001,306,2019-08-27
847013,304,2019-08-27
847029,814,2019-08-27
847012,920,2019-08-27
847030,213,2019-08-27
847037,804,2019-08-27
847032,819,2019-08-27
847158,1817,2019-08-27
846992,809,2019-08-27
847128,823,2019-08-27
847020,925,2019-08-27
847147,311,2019-08-27
847086,211,2019-08-27
847134,609,2019-08-27
847041,1821,2019-08-27
847121,619,2019-08-27
847046,1618,2019-08-27
847055,1403,2019-08-27
847059,1412,2019-08-27
847058,1607,2019-08-27
847115,628,2019-08-26
847047,1411,2019-08-27
847106,1823,2019-08-27
847042,1813,2019-08-27
847044,1606,2019-08-27
847040,1605,2019-08-27
847053,1604,2019-08-27
847043,1405,2019-08-27
847054,1811,2019-08-27
847048,1610,2019-08-27
847050,1406,2019-08-27
847007,913,2019-08-27
847052,1806,2019-08-27
847057,1819,2019-08-27
847016,805,2019-08-27
846994,1114,2019-08-27
847073,1811,2019-08-27
847049,1404,2019-08-27
847056,1409,2019-08-27
847051,1832,2019-08-27
847045,1603,2019-08-27
851070,920,2019-09-23
851032,820,2019-09-22
851031,216,2019-09-22
851028,812,2019-09-22
851036,309,2019-09-22
851059,609,2019-09-22
851034,1119,2019-09-22
851058,307,2019-09-22
