"","warehouse","site_no","po_no","mfg_cd","description","eaches_qty","date"
"2053",7501,304,853099,"024407P2","PurpleSkirtP2",4,"10072019"
"2054",7501,304,853099,"024407P4","PurpleSkirtP4",13,"10072019"
"2055",7501,304,853099,"024601P00","RedCottonTeeP00",20,"10072019"
"2056",7501,304,853099,"023608P10","PinkBlouseP10",4,"10072019"
"2057",7501,304,853099,"023606P10","YellowBlouseP10",9,"10072019"
"2058",7501,306,853087,"024009P6","OrangeLeggingsP6",9,"10072019"
"2059",7501,306,853087,"024210P8","TanCasualJacketP8",4,"10072019"
"2060",7501,306,853087,"023405P2","GreenDressP2",14,"10072019"
"2061",7501,306,853087,"023405P4","GreenDressP4",8,"10072019"
"2062",7501,306,853087,"023407P10","PurpleDressP10",4,"10072019"
"2063",7501,306,853087,"023408P0","PinkDressP0",15,"10072019"
"2064",7501,306,853087,"023409P2","OrangeDressP2",4,"10072019"
"2065",7501,306,853087,"023410P6","TanDressP6",4,"10072019"
"2066",7501,306,853087,"024407P6","PurpleSkirtP6",4,"10072019"
"2067",7501,306,853087,"024604P00","BlueCottonTeeP00",8,"10072019"
"2068",7501,306,853087,"024408P10","PinkSkirtP10",9,"10072019"
"2069",7501,306,853087,"024406P10","YellowSkirtP10",14,"10072019"
"2070",7501,306,853087,"024410P8","TanSkirtP8",12,"10072019"
"2071",7501,306,853087,"024407P4","PurpleSkirtP4",18,"10072019"
"2072",7501,306,853087,"024203P10","BlackCasualJacketP10",4,"10072019"
"2073",7501,306,853087,"024204P6","BlueCasualJacketP6",1,"10072019"
"2074",7501,306,853087,"023605P10","GreenBlouseP10",8,"10072019"
"2075",7501,306,853087,"024403P4","BlackSkirtP4",4,"10072019"
"2076",7501,306,853087,"023809P4","OrangeSlacksP4",9,"10072019"
"2077",7501,306,853087,"023809P10","OrangeSlacksP10",4,"10072019"
"2078",7501,306,853087,"023610P8","TanBlouseP8",4,"10072019"
"2079",7501,306,853087,"023808P4","PinkSlacksP4",4,"10072019"
"2080",7501,306,853087,"024205P8","GreenCasualJacketP8",11,"10072019"
"2081",7501,306,853087,"024601P2","RedCottonTeeP2",19,"10072019"
"2082",7501,313,853110,"023407P10","PurpleDressP10",8,"10072019"
"2083",7501,313,853110,"023403P2","BlackDressP2",3,"10072019"
"2084",7501,313,853110,"023604P10","BlueBlouseP10",41,"10072019"
"2085",7501,313,853110,"023809P4","OrangeSlacksP4",2,"10072019"
"2086",7501,313,853110,"023803P6","BlackSlacksP6",4,"10072019"
"2087",7501,313,853110,"023808P2","PinkSlacksP2",2,"10072019"
"2088",7501,313,853110,"024003P10","BlackLeggingsP10",4,"10072019"
"2089",7501,313,853110,"024004P2","BlueLeggingsP2",2,"10072019"
"2090",7501,313,853110,NA,NA,4,"10072019"
"2091",7501,314,853115,"023402P8","WhiteDressP8",4,"10072019"
"2092",7501,314,853115,"023407P8","PurpleDressP8",1,"10072019"
"2093",7501,314,853115,"023410P6","TanDressP6",4,"10072019"
"2094",7501,314,853115,"024007P0","PurpleLeggingsP0",13,"10072019"
"2095",7501,314,853115,"023403P8","BlackDressP8",4,"10072019"
"2096",7501,314,853115,"024407P8","PurpleSkirtP8",18,"10072019"
"2097",7501,314,853115,"023603P10","BlackBlouseP10",8,"10072019"
"2098",7501,314,853115,"024408P0","PinkSkirtP0",4,"10072019"
"2099",7501,314,853115,"024604P00","BlueCottonTeeP00",4,"10072019"
"2100",7501,314,853115,"024407P4","PurpleSkirtP4",18,"10072019"
"2101",7501,314,853115,"024606P0","YellowCottonTeeP0",1,"10072019"
"2102",7501,314,853115,"024607P6","PurpleCottonTeeP6",4,"10072019"
"2103",7501,314,853115,"023809P4","OrangeSlacksP4",3,"10072019"
"2104",7501,314,853115,"023803P4","BlackSlacksP4",2,"10072019"
"2105",7501,314,853115,"023807P6","PurpleSlacksP6",8,"10072019"
"2106",7501,314,853115,"023808P2","PinkSlacksP2",6,"10072019"
"2107",7501,314,853115,"024008P6","PinkLeggingsP6",16,"10072019"
"2108",7501,314,853115,NA,NA,20,"10072019"
"2109",7501,603,853112,"023402P2","WhiteDressP2",1,"10072019"
"2110",7501,603,853112,"024210P8","TanCasualJacketP8",4,"10072019"
"2111",7501,603,853112,"023405P0","GreenDressP0",12,"10072019"
"2112",7501,603,853112,"023406P6","YellowDressP6",4,"10072019"
"2113",7501,603,853112,"023407P10","PurpleDressP10",4,"10072019"
"2114",7501,603,853112,"023408P0","PinkDressP0",12,"10072019"
"2115",7501,603,853112,"023409P4","OrangeDressP4",3,"10072019"
"2116",7501,603,853112,"023410P6","TanDressP6",4,"10072019"
"2117",7501,603,853112,"023403P8","BlackDressP8",8,"10072019"
"2118",7501,603,853112,"024408P0","PinkSkirtP0",12,"10072019"
"2119",7501,603,853112,"024407P10","PurpleSkirtP10",16,"10072019"
"2120",7501,603,853112,"023603P2","BlackBlouseP2",2,"10072019"
"2121",7501,603,853112,"024408P6","PinkSkirtP6",5,"10072019"
"2122",7501,603,853112,"024408P8","PinkSkirtP8",4,"10072019"
"2123",7501,603,853112,"024409P0","OrangeSkirtP0",8,"10072019"
"2124",7501,603,853112,"023602P6","WhiteBlouseP6",4,"10072019"
"2125",7501,603,853112,"024407P0","PurpleSkirtP0",8,"10072019"
"2126",7501,603,853112,"024410P8","TanSkirtP8",8,"10072019"
"2127",7501,603,853112,"024407P2","PurpleSkirtP2",12,"10072019"
"2128",7501,603,853112,"024407P4","PurpleSkirtP4",9,"10072019"
"2129",7501,603,853112,"024601P00","RedCottonTeeP00",8,"10072019"
"2130",7501,603,853112,"023803P8","BlackSlacksP8",9,"10072019"
"2131",7501,603,853112,"023807P10","PurpleSlacksP10",4,"10072019"
"2132",7501,603,853112,"023808P6","PinkSlacksP6",8,"10072019"
"2133",7501,603,853112,NA,NA,4,"10072019"
"2134",7501,603,853112,"024201P8","RedCasualJacketP8",16,"10072019"
"2135",7501,603,853112,"024004P0","BlueLeggingsP0",9,"10072019"
"2136",7501,603,853112,"024004P6","BlueLeggingsP6",9,"10072019"
"2137",7501,603,853112,"024205P8","GreenCasualJacketP8",27,"10072019"
"2138",7501,603,853112,NA,NA,4,"10072019"
"2139",7501,606,853094,"024007P2","PurpleLeggingsP2",4,"10072019"
"2140",7501,606,853094,"024406P10","YellowSkirtP10",17,"10072019"
"2141",7501,606,853094,"024407P4","PurpleSkirtP4",10,"10072019"
"2142",7501,606,853094,"023606P8","YellowBlouseP8",4,"10072019"
"2143",7501,606,853094,"023606P10","YellowBlouseP10",9,"10072019"
"2144",7501,606,853094,"023810P2","TanSlacksP2",4,"10072019"
"2145",7501,606,853094,"023810P4","TanSlacksP4",4,"10072019"
"2146",7501,606,853094,"023610P2","TanBlouseP2",2,"10072019"
"2147",7501,606,853094,NA,NA,2,"10072019"
"2148",7501,606,853094,"024601P0","RedCottonTeeP0",4,"10072019"
"2149",7501,606,853094,"024005P2","GreenLeggingsP2",8,"10072019"
"2150",7501,611,853105,"024403P10","BlackSkirtP10",4,"10072019"
"2151",7501,611,853105,"023407P10","PurpleDressP10",8,"10072019"
"2152",7501,611,853105,"023408P10","PinkDressP10",12,"10072019"
"2153",7501,611,853105,"023410P0","TanDressP0",1,"10072019"
"2154",7501,611,853105,"024407P10","PurpleSkirtP10",3,"10072019"
"2155",7501,611,853105,"024405P6","GreenSkirtP6",1,"10072019"
"2156",7501,611,853105,"023605P0","GreenBlouseP0",4,"10072019"
"2157",7501,611,853105,"024408P8","PinkSkirtP8",4,"10072019"
"2158",7501,611,853105,"023606P10","YellowBlouseP10",9,"10072019"
"2159",7501,611,853105,"023607P0","PurpleBlouseP0",2,"10072019"
"2160",7501,611,853105,NA,NA,9,"10072019"
"2161",7501,611,853105,NA,NA,8,"10072019"
"2162",7501,611,853105,"023610P0","TanBlouseP0",12,"10072019"
"2163",7501,611,853105,NA,NA,9,"10072019"
"2164",7501,611,853105,NA,NA,2,"10072019"
"2165",7501,611,853105,"024604P10","BlueCottonTeeP10",4,"10072019"
"2166",7501,614,853086,"023408P4","PinkDressP4",4,"10072019"
"2167",7501,614,853086,"023410P8","TanDressP8",6,"10072019"
"2168",7501,614,853086,"024407P2","PurpleSkirtP2",8,"10072019"
"2169",7501,614,853086,"023809P2","OrangeSlacksP2",4,"10072019"
"2170",7501,614,853086,"023809P10","OrangeSlacksP10",4,"10072019"
"2171",7501,614,853086,"023610P0","TanBlouseP0",8,"10072019"
"2172",7501,614,853086,"023610P6","TanBlouseP6",8,"10072019"
"2173",7501,614,853086,"023803P8","BlackSlacksP8",18,"10072019"
"2174",7501,614,853086,"024001P0","RedLeggingsP0",4,"10072019"
"2175",7501,614,853086,"024004P0","BlueLeggingsP0",9,"10072019"
"2176",7501,614,853086,"024606P00","YellowCottonTeeP00",3,"10072019"
"2177",7501,617,853119,"024009P4","OrangeLeggingsP4",45,"10072019"
"2178",7501,617,853119,"023401P6","RedDressP6",10,"10072019"
"2179",7501,617,853119,"024210P8","TanCasualJacketP8",28,"10072019"
"2180",7501,617,853119,"024210P10","TanCasualJacketP10",14,"10072019"
"2181",7501,617,853119,"023405P0","GreenDressP0",8,"10072019"
"2182",7501,617,853119,"023405P4","GreenDressP4",4,"10072019"
"2183",7501,617,853119,"023407P10","PurpleDressP10",16,"10072019"
"2184",7501,617,853119,"023408P6","PinkDressP6",4,"10072019"
"2185",7501,617,853119,"024008P10","PinkLeggingsP10",3,"10072019"
"2186",7501,617,853119,"023604P0","BlueBlouseP0",12,"10072019"
"2187",7501,617,853119,"023604P4","BlueBlouseP4",4,"10072019"
"2188",7501,617,853119,"024604P00","BlueCottonTeeP00",4,"10072019"
"2189",7501,617,853119,"023603P4","BlackBlouseP4",4,"10072019"
"2190",7501,617,853119,"024408P8","PinkSkirtP8",4,"10072019"
"2191",7501,617,853119,"024409P2","OrangeSkirtP2",16,"10072019"
"2192",7501,617,853119,"024409P4","OrangeSkirtP4",9,"10072019"
"2193",7501,617,853119,"024409P10","OrangeSkirtP10",9,"10072019"
"2194",7501,617,853119,"024410P0","TanSkirtP0",2,"10072019"
"2195",7501,617,853119,"023602P6","WhiteBlouseP6",4,"10072019"
"2196",7501,617,853119,"024407P0","PurpleSkirtP0",20,"10072019"
"2197",7501,617,853119,"024410P4","TanSkirtP4",4,"10072019"
"2198",7501,617,853119,"024603P00","BlackCottonTeeP00",2,"10072019"
"2199",7501,617,853119,"023607P2","PurpleBlouseP2",8,"10072019"
"2200",7501,617,853119,"023606P8","YellowBlouseP8",4,"10072019"
"2201",7501,617,853119,"024403P4","BlackSkirtP4",24,"10072019"
"2202",7501,617,853119,"024403P6","BlackSkirtP6",4,"10072019"
"2203",7501,617,853119,"024604P8","BlueCottonTeeP8",2,"10072019"
"2204",7501,617,853119,"023809P2","OrangeSlacksP2",20,"10072019"
"2205",7501,617,853119,"024404P4","BlueSkirtP4",2,"10072019"
"2206",7501,617,853119,"023810P2","TanSlacksP2",4,"10072019"
"2207",7501,617,853119,"023810P4","TanSlacksP4",2,"10072019"
"2208",7501,617,853119,"023610P6","TanBlouseP6",4,"10072019"
"2209",7501,617,853119,"023801P6","RedSlacksP6",4,"10072019"
"2210",7501,617,853119,"023803P6","BlackSlacksP6",20,"10072019"
"2211",7501,617,853119,"023806P8","YellowSlacksP8",8,"10072019"
"2212",7501,617,853119,"024003P10","BlackLeggingsP10",12,"10072019"
"2213",7501,617,853119,"024004P4","BlueLeggingsP4",4,"10072019"
"2214",7501,617,853119,"024004P8","BlueLeggingsP8",3,"10072019"
"2215",7501,620,853114,"023401P2","RedDressP2",1,"10072019"
"2216",7501,620,853114,"024407P8","PurpleSkirtP8",33,"10072019"
"2217",7501,620,853114,"023606P2","YellowBlouseP2",1,"10072019"
"2218",7501,620,853114,"024001P10","RedLeggingsP10",4,"10072019"
"2219",7501,620,853114,"023801P6","RedSlacksP6",8,"10072019"
"2220",7501,620,853114,"024004P4","BlueLeggingsP4",8,"10072019"
"2221",7501,620,853114,NA,NA,10,"10072019"
"2222",7501,620,853114,NA,NA,4,"10072019"
"2223",7501,622,853121,"024404P0","BlueSkirtP0",7,"10072019"
"2224",7501,622,853121,"024007P0","PurpleLeggingsP0",19,"10072019"
"2225",7501,622,853121,"024407P8","PurpleSkirtP8",26,"10072019"
"2226",7501,622,853121,"024409P10","OrangeSkirtP10",9,"10072019"
"2227",7501,622,853121,"024407P2","PurpleSkirtP2",4,"10072019"
"2228",7501,622,853121,"024203P8","BlackCasualJacketP8",4,"10072019"
"2229",7501,622,853121,"024004P0","BlueLeggingsP0",9,"10072019"
"2230",7501,622,853121,"024205P8","GreenCasualJacketP8",42,"10072019"
"2231",7501,625,853104,"023405P0","GreenDressP0",8,"10072019"
"2232",7501,625,853104,"023407P10","PurpleDressP10",4,"10072019"
"2233",7501,625,853104,"023408P10","PinkDressP10",4,"10072019"
"2234",7501,625,853104,"023603P10","BlackBlouseP10",4,"10072019"
"2235",7501,625,853104,"024408P0","PinkSkirtP0",8,"10072019"
"2236",7501,625,853104,"023605P8","GreenBlouseP8",1,"10072019"
"2237",7501,625,853104,"024409P8","OrangeSkirtP8",4,"10072019"
"2238",7501,625,853104,"024407P0","PurpleSkirtP0",4,"10072019"
"2239",7501,625,853104,"024410P8","TanSkirtP8",58,"10072019"
"2240",7501,625,853104,"023606P2","YellowBlouseP2",1,"10072019"
"2241",7501,625,853104,"023810P2","TanSlacksP2",4,"10072019"
"2242",7501,625,853104,"023803P8","BlackSlacksP8",9,"10072019"
"2243",7501,625,853104,"023808P6","PinkSlacksP6",8,"10072019"
"2244",7501,625,853104,"024001P6","RedLeggingsP6",2,"10072019"
"2245",7501,627,853085,"023401P0","RedDressP0",4,"10072019"
"2246",7501,627,853085,"023402P4","WhiteDressP4",1,"10072019"
"2247",7501,627,853085,"023403P8","BlackDressP8",8,"10072019"
"2248",7501,627,853085,"023403P10","BlackDressP10",2,"10072019"
"2249",7501,627,853085,"024605P00","GreenCottonTeeP00",1,"10072019"
"2250",7501,627,853085,"023605P6","GreenBlouseP6",4,"10072019"
"2251",7501,627,853085,"024408P8","PinkSkirtP8",4,"10072019"
"2252",7501,627,853085,"023606P8","YellowBlouseP8",4,"10072019"
"2253",7501,627,853085,"023809P2","OrangeSlacksP2",8,"10072019"
"2254",7501,627,853085,"023805P6","GreenSlacksP6",9,"10072019"
"2255",7501,627,853085,"023806P8","YellowSlacksP8",4,"10072019"
"2256",7501,627,853085,"024403P0","BlackSkirtP0",9,"10072019"
"2257",7501,627,853085,"023806P10","YellowSlacksP10",3,"10072019"
"2258",7501,627,853085,"023807P10","PurpleSlacksP10",4,"10072019"
"2259",7501,627,853085,"024003P10","BlackLeggingsP10",8,"10072019"
"2260",7501,627,853085,NA,NA,4,"10072019"
"2261",7501,804,853124,"024007P0","PurpleLeggingsP0",2,"10072019"
"2262",7501,804,853124,"024407P8","PurpleSkirtP8",14,"10072019"
"2263",7501,804,853124,"024404P2","BlueSkirtP2",4,"10072019"
"2264",7501,804,853124,"023808P6","PinkSlacksP6",4,"10072019"
"2265",7501,804,853124,"024605P0","GreenCottonTeeP0",2,"10072019"
"2266",7501,804,853124,"024205P0","GreenCasualJacketP0",4,"10072019"
"2267",7501,804,853124,"024201P8","RedCasualJacketP8",4,"10072019"
"2268",7501,804,853124,"024004P2","BlueLeggingsP2",8,"10072019"
"2269",7501,805,853102,"023403P8","BlackDressP8",4,"10072019"
"2270",7501,805,853102,"024408P2","PinkSkirtP2",4,"10072019"
"2271",7501,805,853102,"024408P6","PinkSkirtP6",9,"10072019"
"2272",7501,805,853102,"024408P10","PinkSkirtP10",9,"10072019"
"2273",7501,805,853102,"023602P6","WhiteBlouseP6",8,"10072019"
"2274",7501,805,853102,"024410P8","TanSkirtP8",13,"10072019"
"2275",7501,805,853102,"024407P2","PurpleSkirtP2",12,"10072019"
"2276",7501,805,853102,"024407P4","PurpleSkirtP4",16,"10072019"
"2277",7501,805,853102,"023607P4","PurpleBlouseP4",9,"10072019"
"2278",7501,805,853102,"023606P10","YellowBlouseP10",9,"10072019"
"2279",7501,805,853102,"024606P6","YellowCottonTeeP6",4,"10072019"
"2280",7501,805,853102,"023809P2","OrangeSlacksP2",16,"10072019"
"2281",7501,805,853102,"023809P6","OrangeSlacksP6",4,"10072019"
"2282",7501,805,853102,"023810P2","TanSlacksP2",4,"10072019"
"2283",7501,805,853102,"023803P8","BlackSlacksP8",9,"10072019"
"2284",7501,805,853102,"023807P10","PurpleSlacksP10",8,"10072019"
"2285",7501,805,853102,"023808P6","PinkSlacksP6",4,"10072019"
"2286",7501,805,853102,"023808P8","PinkSlacksP8",9,"10072019"
"2287",7501,808,853116,"023602P6","WhiteBlouseP6",4,"10072019"
"2288",7501,808,853116,"024203P4","BlackCasualJacketP4",9,"10072019"
"2289",7501,808,853116,"023608P10","PinkBlouseP10",4,"10072019"
"2290",7501,808,853116,"024403P4","BlackSkirtP4",8,"10072019"
"2291",7501,808,853116,"023803P6","BlackSlacksP6",8,"10072019"
"2292",7501,808,853116,"023805P4","GreenSlacksP4",8,"10072019"
"2293",7501,809,853078,"024210P8","TanCasualJacketP8",12,"10072019"
"2294",7501,809,853078,"023403P8","BlackDressP8",4,"10072019"
"2295",7501,809,853078,"024604P00","BlueCottonTeeP00",4,"10072019"
"2296",7501,809,853078,"024202P6","WhiteCasualJacketP6",8,"10072019"
"2297",7501,809,853078,"023801P4","RedSlacksP4",3,"10072019"
"2298",7501,809,853078,"023803P8","BlackSlacksP8",9,"10072019"
"2299",7501,809,853078,"023804P2","BlueSlacksP2",9,"10072019"
"2300",7501,809,853078,"023806P2","YellowSlacksP2",1,"10072019"
"2301",7501,809,853078,"024003P10","BlackLeggingsP10",4,"10072019"
"2302",7501,810,853079,"023401P4","RedDressP4",4,"10072019"
"2303",7501,810,853079,"024406P8","YellowSkirtP8",1,"10072019"
"2304",7501,810,853079,"024605P4","GreenCottonTeeP4",2,"10072019"
"2305",7501,810,853079,"023609P10","OrangeBlouseP10",4,"10072019"
"2306",7501,810,853079,"023803P8","BlackSlacksP8",9,"10072019"
"2307",7501,810,853079,"023805P6","GreenSlacksP6",9,"10072019"
"2308",7501,810,853079,"024602P6","WhiteCottonTeeP6",4,"10072019"
"2309",7501,810,853079,"024605P0","GreenCottonTeeP0",14,"10072019"
"2310",7501,810,853079,"024606P00","YellowCottonTeeP00",12,"10072019"
"2311",7501,811,853082,"023407P6","PurpleDressP6",4,"10072019"
"2312",7501,811,853082,"023610P10","TanBlouseP10",4,"10072019"
"2313",7501,811,853082,NA,NA,4,"10072019"
"2314",7501,814,853117,"024210P10","TanCasualJacketP10",24,"10072019"
"2315",7501,814,853117,"023407P10","PurpleDressP10",4,"10072019"
"2316",7501,814,853117,"023410P4","TanDressP4",13,"10072019"
"2317",7501,814,853117,"024407P8","PurpleSkirtP8",32,"10072019"
"2318",7501,814,853117,"024406P10","YellowSkirtP10",15,"10072019"
"2319",7501,814,853117,"024410P8","TanSkirtP8",14,"10072019"
"2320",7501,814,853117,"023608P10","PinkBlouseP10",4,"10072019"
"2321",7501,814,853117,"024006P2","YellowLeggingsP2",4,"10072019"
"2322",7501,814,853117,"024210P6","TanCasualJacketP6",51,"10072019"
"2323",7501,819,853120,"023601P8","RedBlouseP8",1,"10072019"
"2324",7501,819,853120,"024601P0","RedCottonTeeP0",4,"10072019"
"2325",7501,819,853120,"024601P2","RedCottonTeeP2",17,"10072019"
"2326",7501,821,853096,"024002P4","WhiteLeggingsP4",4,"10072019"
"2327",7501,821,853096,"024004P10","BlueLeggingsP10",4,"10072019"
"2328",7501,823,853106,"023409P2","OrangeDressP2",4,"10072019"
"2329",7501,823,853106,"023403P10","BlackDressP10",3,"10072019"
"2330",7501,823,853106,"023604P6","BlueBlouseP6",2,"10072019"
"2331",7501,823,853106,"024408P4","PinkSkirtP4",9,"10072019"
"2332",7501,823,853106,"024010P6","TanLeggingsP6",1,"10072019"
"2333",7501,827,853113,"024210P8","TanCasualJacketP8",8,"10072019"
"2334",7501,827,853113,"024210P10","TanCasualJacketP10",16,"10072019"
"2335",7501,827,853113,"023403P4","BlackDressP4",4,"10072019"
"2336",7501,827,853113,"023403P8","BlackDressP8",8,"10072019"
"2337",7501,827,853113,"024407P2","PurpleSkirtP2",8,"10072019"
"2338",7501,827,853113,"024001P10","RedLeggingsP10",4,"10072019"
"2339",7501,827,853113,"023803P2","BlackSlacksP2",4,"10072019"
"2340",7501,828,853111,"024407P8","PurpleSkirtP8",9,"10072019"
"2341",7501,828,853111,"024408P2","PinkSkirtP2",4,"10072019"
"2342",7501,828,853111,"024408P6","PinkSkirtP6",6,"10072019"
"2343",7501,828,853111,"024409P0","OrangeSkirtP0",10,"10072019"
"2344",7501,828,853111,"023608P6","PinkBlouseP6",4,"10072019"
"2345",7501,828,853111,"024407P4","PurpleSkirtP4",9,"10072019"
"2346",7501,828,853111,"024601P00","RedCottonTeeP00",4,"10072019"
"2347",7501,828,853111,"024605P4","GreenCottonTeeP4",20,"10072019"
"2348",7501,828,853111,"023808P2","PinkSlacksP2",26,"10072019"
"2349",7501,828,853111,"024004P2","BlueLeggingsP2",9,"10072019"
"2350",7501,828,853111,NA,NA,8,"10072019"
"2351",7501,905,853092,"023409P2","OrangeDressP2",4,"10072019"
"2352",7501,905,853092,"024406P10","YellowSkirtP10",34,"10072019"
"2353",7501,905,853092,"024410P4","TanSkirtP4",8,"10072019"
"2354",7501,908,853097,"023809P2","OrangeSlacksP2",4,"10072019"
"2355",7501,908,853097,"023803P8","BlackSlacksP8",9,"10072019"
"2356",7501,911,853108,"024409P0","OrangeSkirtP0",6,"10072019"
"2357",7501,911,853108,"024407P4","PurpleSkirtP4",32,"10072019"
"2358",7501,911,853108,"024004P8","BlueLeggingsP8",2,"10072019"
"2359",7501,912,853081,"023605P2","GreenBlouseP2",3,"10072019"
"2360",7501,912,853081,"024010P8","TanLeggingsP8",2,"10072019"
"2361",7501,912,853081,"023810P4","TanSlacksP4",8,"10072019"
"2362",7501,912,853081,"023808P6","PinkSlacksP6",8,"10072019"
"2363",7501,912,853081,NA,NA,4,"10072019"
"2364",7501,912,853081,NA,NA,4,"10072019"
"2365",7501,912,853081,"024601P2","RedCottonTeeP2",2,"10072019"
"2366",7501,913,853093,"024009P4","OrangeLeggingsP4",9,"10072019"
"2367",7501,913,853093,"024407P0","PurpleSkirtP0",8,"10072019"
"2368",7501,913,853093,"024410P10","TanSkirtP10",9,"10072019"
"2369",7501,913,853093,"024601P00","RedCottonTeeP00",4,"10072019"
"2370",7501,913,853093,"023803P8","BlackSlacksP8",9,"10072019"
"2371",7501,913,853093,"024403P0","BlackSkirtP0",9,"10072019"
"2372",7501,913,853093,"023808P10","PinkSlacksP10",11,"10072019"
"2373",7501,913,853093,"024004P0","BlueLeggingsP0",9,"10072019"
"2374",7501,919,853088,"023407P10","PurpleDressP10",12,"10072019"
"2375",7501,919,853088,"023403P10","BlackDressP10",14,"10072019"
"2376",7501,919,853088,"024406P10","YellowSkirtP10",20,"10072019"
"2377",7501,919,853088,"024403P6","BlackSkirtP6",9,"10072019"
"2378",7501,919,853088,"023809P4","OrangeSlacksP4",4,"10072019"
"2379",7501,919,853088,"023610P6","TanBlouseP6",4,"10072019"
"2380",7501,919,853088,"023803P8","BlackSlacksP8",9,"10072019"
"2381",7501,919,853088,"024001P6","RedLeggingsP6",3,"10072019"
"2382",7501,920,853098,NA,NA,4,"10072019"
"2383",7501,920,853098,NA,NA,4,"10072019"
"2384",7501,925,853107,"024407P8","PurpleSkirtP8",2,"10072019"
"2385",7501,925,853107,"024609P0","OrangeCottonTeeP0",1,"10072019"
"2386",7501,1103,853125,"024009P4","OrangeLeggingsP4",9,"10072019"
"2387",7501,1103,853125,"023408P0","PinkDressP0",59,"10072019"
"2388",7501,1103,853125,"024001P0","RedLeggingsP0",4,"10072019"
"2389",7501,1103,853125,"024001P2","RedLeggingsP2",4,"10072019"
"2390",7501,1103,853125,"024001P6","RedLeggingsP6",5,"10072019"
"2391",7501,1104,853090,"024210P8","TanCasualJacketP8",12,"10072019"
"2392",7501,1104,853090,"024407P10","PurpleSkirtP10",20,"10072019"
"2393",7501,1104,853090,"024409P2","OrangeSkirtP2",8,"10072019"
"2394",7501,1104,853090,"024409P6","OrangeSkirtP6",2,"10072019"
"2395",7501,1104,853090,"024407P0","PurpleSkirtP0",4,"10072019"
"2396",7501,1104,853090,"024407P4","PurpleSkirtP4",19,"10072019"
"2397",7501,1104,853090,"024203P10","BlackCasualJacketP10",4,"10072019"
"2398",7501,1104,853090,"024204P6","BlueCasualJacketP6",2,"10072019"
"2399",7501,1104,853090,"023607P2","PurpleBlouseP2",8,"10072019"
"2400",7501,1104,853090,"023609P0","OrangeBlouseP0",7,"10072019"
"2401",7501,1104,853090,"023809P4","OrangeSlacksP4",4,"10072019"
"2402",7501,1104,853090,"023810P2","TanSlacksP2",4,"10072019"
"2403",7501,1104,853090,"023610P6","TanBlouseP6",8,"10072019"
"2404",7501,1104,853090,NA,NA,2,"10072019"
"2405",7501,1104,853090,"023808P6","PinkSlacksP6",16,"10072019"
"2406",7501,1104,853090,"023808P10","PinkSlacksP10",19,"10072019"
"2407",7501,1104,853090,NA,NA,4,"10072019"
"2408",7501,1105,853100,"023401P4","RedDressP4",4,"10072019"
"2409",7501,1105,853100,"023408P0","PinkDressP0",45,"10072019"
"2410",7501,1105,853100,"024007P0","PurpleLeggingsP0",11,"10072019"
"2411",7501,1105,853100,"023403P8","BlackDressP8",20,"10072019"
"2412",7501,1105,853100,"023403P10","BlackDressP10",26,"10072019"
"2413",7501,1105,853100,"024407P2","PurpleSkirtP2",12,"10072019"
"2414",7501,1105,853100,"023607P2","PurpleBlouseP2",12,"10072019"
"2415",7501,1105,853100,"023608P0","PinkBlouseP0",4,"10072019"
"2416",7501,1105,853100,"023606P10","YellowBlouseP10",9,"10072019"
"2417",7501,1105,853100,"023610P0","TanBlouseP0",4,"10072019"
"2418",7501,1105,853100,"023803P6","BlackSlacksP6",4,"10072019"
"2419",7501,1105,853100,NA,NA,4,"10072019"
"2420",7501,1105,853100,"024007P6","PurpleLeggingsP6",2,"10072019"
"2421",7501,1105,853100,"023808P6","PinkSlacksP6",24,"10072019"
"2422",7501,1105,853100,"023808P10","PinkSlacksP10",33,"10072019"
"2423",7501,1105,853100,NA,NA,72,"10072019"
"2424",7501,1105,853100,"024010P4","TanLeggingsP4",1,"10072019"
"2425",7501,1105,853100,"024001P4","RedLeggingsP4",8,"10072019"
"2426",7501,1105,853100,"024003P10","BlackLeggingsP10",12,"10072019"
"2427",7501,1105,853100,NA,NA,4,"10072019"
"2428",7501,1105,853100,"024003P2","BlackLeggingsP2",50,"10072019"
"2429",7501,1105,853100,"024606P00","YellowCottonTeeP00",39,"10072019"
"2430",7501,1106,853122,"024210P8","TanCasualJacketP8",8,"10072019"
"2431",7501,1106,853122,"023405P0","GreenDressP0",4,"10072019"
"2432",7501,1106,853122,"024601P00","RedCottonTeeP00",4,"10072019"
"2433",7501,1106,853122,"024204P2","BlueCasualJacketP2",1,"10072019"
"2434",7501,1106,853122,"023607P2","PurpleBlouseP2",4,"10072019"
"2435",7501,1106,853122,"023610P0","TanBlouseP0",20,"10072019"
"2436",7501,1106,853122,"023808P6","PinkSlacksP6",16,"10072019"
"2437",7501,1106,853122,"024001P4","RedLeggingsP4",4,"10072019"
"2438",7501,1106,853122,"024003P10","BlackLeggingsP10",32,"10072019"
"2439",7501,1107,853083,"023403P8","BlackDressP8",12,"10072019"
"2440",7501,1107,853083,"023605P8","GreenBlouseP8",1,"10072019"
"2441",7501,1107,853083,"023608P6","PinkBlouseP6",4,"10072019"
"2442",7501,1107,853083,"023607P2","PurpleBlouseP2",12,"10072019"
